Name,Age,Gender,12_percentage,10_percentage,CGPA,Parents_Annual_Income,Is_Car,Is_Loan_Free,Is_Passport,Is_Masters
Riya,27,F,53.53,93.74,6.76,1911861.5566948275,Y,N,N,N
Aarush Das,27,M,75.93,68.58,8.3,2701267.814380329,N,N,N,Y
Tara,24,F,45.2,51.91,5.91,9977959.405469667,N,N,N,Y
Shaurya Malhotra,22,M,92.02,81.96,9.86,2954447.8542551463,Y,Y,N,Y
Aarya Joshi,22,F,93.28,74.45,9.15,7356558.286616682,N,N,Y,Y
Krishna Nair,23,M,44.11,57.63,7.71,8576390.854108386,N,N,N,Y
Kabir Choudhury,22,M,60.18,82.27,7.61,4907593.03451462,N,N,Y,Y
Vanya Srivastava,22,F,42.77,44.26,7.56,976194.0922763867,Y,N,Y,N
Dhruv,26,M,42.21,69.62,7.25,3065663.547160497,Y,Y,Y,N
Yash Patel,22,M,64.64,99.38,7.73,2121407.285396266,Y,N,Y,Y
Ishaan Chauhan,30,M,83.31,85.38,6.23,47937217.38558049,Y,Y,Y,Y
Ayaan Sethi,24,M,87.54,48.44,9.35,1977257.2134523143,N,Y,Y,N
Pranav Yadav,21,M,68.77,92.14,5.73,853408.7746293949,N,N,Y,N
Aarav Agarwal,23,M,64.78,72.86,8.42,7843056.957547248,Y,N,Y,Y
Navya Choudhury,23,F,94.51,82.0,9.21,2759757.543132742,Y,Y,Y,N
Veer Joshi,26,M,78.38,62.86,6.03,9671202.118958501,Y,N,N,Y
Pihu Bose,27,F,59.75,81.39,8.88,774306.400043513,N,Y,Y,N
Anaya Bhatia,23,F,78.79,51.49,8.87,1300991.3801784154,Y,N,N,N
Anaisha Kumar,28,F,62.28,81.26,7.06,309353.4417482245,N,Y,N,N
Aarya Desai,21,F,86.38,61.64,7.3,1180166.4734122793,Y,N,Y,N
Aaradhya Yadav,23,F,71.63,43.89,9.74,8453661.911075016,N,Y,N,Y
Reyansh,25,M,63.46,54.38,8.17,9450300.767912919,N,N,Y,Y
Shanaya Sethi,29,F,91.11,81.34,9.18,2298424.3815340316,Y,Y,N,Y
Aarush Gupta,21,M,82.05,92.16,9.27,9959935.232053705,N,Y,Y,Y
Atharva Khan,26,M,47.05,61.11,6.68,1848468.9999168257,Y,N,N,N
Aryan Malhotra,27,M,71.76,75.98,9.45,7797590.7104811305,N,Y,N,Y
Advik Chopra,23,M,54.73,83.69,5.87,705976.7997495623,N,Y,N,N
Prisha Goswami,26,F,56.69,78.54,6.94,5411588.547296553,Y,Y,Y,Y
Ahaan Bhatia,28,M,71.05,66.14,7.04,7019494.327089418,Y,N,Y,Y
Abeer Malhotra,22,M,48.21,73.33,5.85,7399331.90419165,Y,Y,Y,Y
Diya Kumar,23,F,53.07,44.31,9.81,263557.96244808246,Y,Y,N,N
Anaisha Malhotra,22,F,99.35,58.76,5.83,842015.3843545255,N,Y,Y,N
Vivaan Malhotra,25,M,58.28,81.69,8.86,6272083.1226162845,N,N,Y,N
Anika Gupta,22,F,60.87,55.44,6.11,240058.87504696177,Y,Y,Y,N
Diya Shah,28,F,71.45,84.96,8.73,9372737.661344126,Y,N,N,Y
Pihu,25,F,63.35,93.79,6.47,1843177.4150467436,Y,N,Y,N
Kabir,25,M,54.38,70.87,8.0,1894521.8481370127,N,N,Y,N
Dev Roy,24,M,51.79,67.49,8.25,6678110.382188129,Y,N,Y,Y
Yash Patel,27,M,66.57,67.12,9.56,6131509.260315915,Y,N,N,Y
Anay Thakur,24,M,85.56,75.59,9.46,1518623.564602463,Y,N,Y,N
Atharva Gupta,29,M,83.78,48.78,7.08,5861215.607389228,Y,Y,Y,N
Aadhya Malhotra,25,F,51.79,61.57,8.98,8743370.149119385,Y,N,Y,Y
Shanaya Joshi,25,F,76.46,78.38,8.06,5628156.6682108,Y,N,Y,Y
Dhruv Nair,22,M,50.75,96.62,8.05,2849657.878267999,N,Y,Y,Y
Veer Mishra,24,M,44.03,67.62,9.58,2937617.587553641,N,Y,Y,Y
Reyansh,26,M,59.93,83.39,9.71,1948163.939818144,Y,N,Y,N
Vanya,29,F,87.61,48.25,6.9,7430045.1711766645,Y,Y,N,Y
Riya,30,F,74.35,78.95,8.08,1350560.756766602,Y,Y,Y,N
Vivaan Bose,29,M,58.53,58.21,7.71,740531.2689070809,N,N,N,N
Aarush Malhotra,23,M,78.33,57.78,6.81,1958489.0458765368,N,N,Y,N
Aarya Verma,29,F,97.88,54.72,6.39,661978.1731879542,Y,N,Y,N
Kiara Pathak,26,F,69.48,92.36,9.13,6966680.324695099,Y,N,Y,Y
Vani Sethi,29,F,73.21,44.2,9.56,584560.3469653581,N,N,Y,N
Vihaan Sharma,30,M,60.73,60.44,6.4,9001903.979700716,Y,Y,N,Y
Diya Sharma,30,F,96.72,59.66,6.83,1544577.0280702205,N,Y,N,N
Ritvik Nair,29,M,48.81,82.66,7.65,1768769.9855301122,Y,Y,N,N
Riya Khan,28,F,51.75,94.55,9.56,544325.333087289,N,Y,N,N
Vivaan Yadav,24,M,41.09,63.58,7.97,6829163.554387211,Y,N,N,Y
Mohammed Patel,21,M,80.91,58.91,6.47,1522077.4560245275,N,N,N,N
Siya Srivastava,22,F,65.2,54.23,5.57,2115090.3199237077,N,N,Y,Y
Ahaan Nair,22,M,65.1,83.48,9.54,1525724.7497367447,N,N,N,N
Avni Nair,22,F,82.14,56.62,8.37,1252629.5977899935,Y,N,N,N
Vanya Malhotra,27,F,69.11,97.28,6.73,4289560.070029039,Y,N,N,Y
Aarohi Singh,30,F,74.06,90.19,6.36,1237689.4706600523,N,Y,Y,N
Anaisha Shah,29,F,60.57,85.49,9.53,4335035.704639414,Y,N,Y,Y
Atharva Bhatia,25,M,85.56,47.3,8.22,598843.3416034833,N,N,N,N
Tara Singh,22,F,87.85,65.15,7.52,3116019.0872766576,Y,Y,N,N
Aryan,22,M,88.96,50.73,7.41,4146049.354411861,Y,Y,N,N
Ishaan Das,22,M,81.02,82.04,5.87,860563.800575153,N,Y,Y,Y
Kabir Das,26,M,78.36,83.54,5.7,9378029.834416745,N,N,Y,Y
Kiara,22,F,76.71,44.83,9.25,251310.67789943924,Y,Y,N,N
Vani,25,F,83.43,57.52,7.82,2190452.8044963535,Y,Y,Y,Y
Pihu Singh,22,F,49.0,94.23,7.7,9125339.216055695,Y,N,N,Y
Dev Reddy,25,M,73.98,55.49,7.66,1366842.518754628,Y,N,N,N
Yash Singh,21,M,89.48,72.53,8.54,2431254.012212925,N,N,N,Y
Chirag Das,21,M,67.22,79.13,9.24,1934576.3331061075,N,N,N,N
Chirag Malhotra,25,M,54.64,94.41,5.63,3138989.7408857965,N,N,Y,Y
Aaradhya,22,F,57.86,86.86,8.79,1611339.7968201246,N,Y,Y,N
Aaradhya Singh,26,F,56.34,55.39,7.0,688629.8877559744,N,N,Y,N
Abeer Nair,29,M,54.35,88.33,6.82,1152061.6702067084,N,Y,Y,N
Ishaan Singh,21,M,57.06,55.41,5.88,98369205.33323987,N,Y,N,Y
Prisha Malhotra,23,F,95.93,45.86,5.84,7406989.031509596,N,Y,Y,Y
Aarohi Mishra,28,F,64.5,52.71,6.91,1053650.9393598696,Y,N,Y,N
Advik Bose,27,M,61.48,52.55,7.18,1400618.6265148937,N,N,Y,N
Aaradhya Gupta,27,F,64.96,60.16,9.56,8594414.368479308,N,N,N,Y
Aryan Malhotra,29,M,64.66,70.38,6.5,5939120.6243901495,Y,Y,N,Y
Kabir,29,M,65.44,55.83,8.06,1673767.179416464,N,Y,N,N
Aadi Singh,29,M,53.97,68.96,8.85,6883979.870831697,N,Y,Y,Y
Aarush,28,M,95.27,93.79,8.64,7923883.799642171,N,Y,N,Y
Yash Rao,22,M,89.67,97.31,8.19,6419376.514799637,Y,N,Y,Y
Vihaan Agarwal,22,M,56.47,50.77,5.52,902981.4473945184,N,N,Y,Y
Vivaan,23,M,78.49,56.92,6.87,256699.77298297358,Y,N,N,N
Aarohi Shah,25,F,84.57,66.73,6.23,2687086.775588887,Y,Y,Y,N
Mishka Chopra,23,F,47.58,74.96,5.94,944562.5902859591,Y,Y,Y,N
Avni Sethi,27,F,76.75,60.72,9.24,2773962.37856878,N,Y,N,Y
Mishka Roy,27,F,71.62,80.13,5.8,1689940.5239073369,N,Y,Y,N
Aryan Desai,21,M,50.85,95.69,5.53,2736559.4528402654,Y,N,N,Y
Kian Choudhury,23,M,45.41,75.6,9.65,609614.1307837543,N,Y,Y,N
Anika Roy,21,F,56.33,85.9,7.43,897416.3082454547,N,Y,N,N
Saanvi Mishra,21,F,84.72,82.7,8.35,915877.4332044874,N,Y,N,N
Aarush Goswami,28,M,60.9,41.41,8.19,2981936.5978842163,N,N,Y,Y
Mishka Agarwal,22,F,74.69,66.23,8.48,5091380.168231706,Y,Y,Y,N
Advik,22,M,78.4,52.22,9.43,207361.89018404068,Y,Y,N,N
Ishaan Kumar,27,M,45.64,44.17,6.99,3698847.4121907614,Y,Y,Y,Y
Arjun Roy,22,M,48.41,73.93,5.91,1880409.2190004347,N,Y,Y,Y
Aaradhya Pathak,23,F,93.91,90.39,8.18,1565651.2295653124,N,Y,Y,N
Anaisha Das,22,F,74.07,74.02,6.76,1801218.632781457,Y,N,Y,N
Chirag Srivastava,25,M,48.79,78.57,7.43,457269.3399629957,Y,Y,N,N
Anika Yadav,25,F,76.86,42.17,8.13,842486.9338763554,N,Y,N,N
Anay Nair,21,M,57.07,87.06,6.4,8826376.871934509,N,N,Y,Y
Sai Patel,21,M,73.63,54.67,6.7,415102.76124276,Y,Y,Y,N
Dhruv,21,M,68.37,82.94,9.72,446405.94774193014,Y,N,Y,Y
Ira Agarwal,29,F,85.18,74.31,8.69,1864851.8548638525,N,Y,N,N
Krishna,28,M,58.46,77.29,7.49,7584467.819272604,Y,Y,Y,Y
Anay Sethi,21,M,71.49,76.82,9.64,5607823.45765787,N,Y,Y,N
Dev Srivastava,26,M,42.56,83.03,6.6,3902378.600763131,N,Y,N,Y
Abeer Das,25,M,53.25,65.03,9.71,497150.1272629935,N,Y,Y,N
Ahaan Rao,24,M,95.47,92.18,7.87,315092.4364441361,Y,Y,Y,Y
Aanya,28,F,85.19,60.92,5.62,221939.0028624073,N,N,N,Y
Ahaan Verma,28,M,98.34,67.99,9.07,1179667.2456421861,Y,Y,Y,N
Saanvi Bhatia,23,F,73.24,41.71,6.81,4889010.055894727,Y,N,N,Y
Ayaan Bhatia,29,M,52.88,78.77,9.2,523585.1243262753,Y,N,N,N
Ritvik Goswami,26,M,86.88,86.31,6.99,3653368.434010044,N,N,N,Y
Anaisha Chauhan,23,F,83.32,74.6,8.68,6015023.820705221,Y,N,Y,Y
Yash Joshi,22,M,89.8,94.92,6.0,1576692.6114655633,N,N,N,N
Yash Sharma,30,M,87.48,61.75,9.14,8182488.604115456,N,Y,N,Y
Myra Roy,30,F,90.65,75.37,6.78,2692862.5057981247,Y,N,Y,Y
Ishaan Nair,26,M,70.53,50.22,9.13,6707998.172762752,N,N,Y,Y
Vihaan Desai,27,M,88.66,51.21,8.62,278292.0065327726,Y,N,N,N
Kian Roy,30,M,54.04,59.64,9.84,665712.0250905673,N,Y,Y,N
Anika Das,26,F,69.94,82.33,9.39,2273788.233525402,N,Y,Y,N
Ayaan Sharma,26,M,60.78,94.24,8.34,8351402.446006489,Y,N,N,N
Ansh Verma,23,M,68.15,41.85,8.76,6046593.246698463,N,Y,N,Y
Shaurya Choudhury,28,M,64.5,59.83,5.63,8240855.990004592,N,Y,Y,Y
Vani Das,29,F,53.88,58.2,6.18,1166241.0794007205,N,Y,N,N
Avni Agarwal,21,F,40.25,90.93,6.63,5414968.13891127,N,Y,N,Y
Aadi Pathak,25,M,62.38,90.82,8.55,5885902.606361069,N,N,Y,Y
Siya Roy,22,F,70.61,67.6,6.59,711759.3558001795,Y,Y,Y,Y
Dhruv Pandey,30,M,85.09,50.48,9.69,9669317.337504229,Y,Y,N,Y
Diya Desai,21,F,59.66,98.63,6.33,537150.3582767358,Y,Y,N,N
Ayaan Thakur,23,M,74.29,95.31,8.05,8633075.843496699,Y,N,N,N
Ritvik Chauhan,27,M,41.05,59.14,5.81,556320.8875051332,N,Y,N,N
Kiara Choudhury,21,F,58.07,56.88,9.03,1289237.779720369,Y,N,N,N
Aanya Singh,28,F,67.19,42.22,8.63,5446274.120555145,Y,Y,Y,Y
Anay Chopra,28,M,85.6,60.24,5.9,6552276.004634611,N,Y,N,Y
Krishna Nair,23,M,49.16,54.22,9.78,6840466.314373822,N,N,Y,Y
Prisha Gupta,23,F,81.92,64.41,9.08,1593010.3405595713,N,N,N,N
Dhruv Khan,30,M,62.98,52.55,7.68,764997.0413423618,N,Y,N,N
Siya Khan,24,F,91.73,91.56,6.01,1602388.6323807011,N,Y,N,N
Mohammed Rao,25,M,77.55,71.01,5.66,1970739.8872146935,Y,N,Y,N
Abeer Chauhan,24,M,62.34,53.57,8.05,7345172.354969773,N,N,N,Y
Ayaan Khan,23,M,85.37,95.95,7.38,1727922.742834323,Y,N,Y,Y
Chirag Rao,24,M,83.77,95.9,8.49,608623.4341361888,N,Y,Y,N
Ira Roy,21,F,94.42,67.14,9.16,4922216.231824231,Y,N,Y,N
Anaya,23,F,78.93,79.61,5.96,4334136.47286615,Y,Y,Y,Y
Anaisha,24,F,43.64,50.59,8.92,3861161.5478402837,Y,Y,N,Y
Kiara Malhotra,30,F,59.07,87.01,9.37,7783557.829143733,Y,Y,N,Y
Pihu Roy,26,F,40.86,69.42,9.6,912569.0638660097,Y,N,N,N
Advik Rao,21,M,59.88,55.99,8.96,3043038.1301340866,N,N,N,Y
Shaurya Agarwal,23,M,42.22,43.05,8.06,1121068.6901691952,Y,Y,Y,N
Vivaan Kumar,28,M,69.33,40.17,6.44,686521.2968362249,Y,N,N,N
Anaisha Sharma,29,F,94.42,93.93,6.09,3055094.101130757,N,N,Y,Y
Yash Agarwal,30,M,78.39,92.93,8.91,8879945.731203897,Y,N,Y,Y
Anaya Desai,23,F,86.41,92.57,8.68,658176.3797310767,N,N,N,N
Ritvik Das,28,M,64.12,76.71,6.99,4825269.756884566,Y,Y,Y,Y
Vivaan Sharma,28,M,42.32,45.32,8.57,1492125.054433905,Y,N,N,N
Reyansh Sharma,28,M,59.9,97.23,9.73,8616816.484583547,N,Y,Y,Y
Riya Agarwal,23,F,74.83,59.12,8.29,649103.2797435052,N,Y,Y,N
Vihaan Joshi,21,M,66.6,95.44,9.77,9936137.031027023,N,N,Y,Y
Anika Bose,23,F,54.86,75.88,6.03,8233034.919898575,Y,Y,Y,Y
Siya Bose,30,F,96.06,78.75,6.26,3111635.485335173,Y,N,Y,Y
Sara Sharma,29,F,57.42,76.49,8.92,583841.9078790206,N,N,Y,N
Kabir Malhotra,25,M,52.79,86.42,7.0,1815585.6375918263,Y,N,N,N
Mishka Bhatia,27,F,75.33,65.52,5.84,1972679.344767953,Y,Y,N,Y
Tara Pathak,28,F,53.51,56.0,7.32,7136760.255470331,Y,N,Y,Y
Diya Verma,29,F,84.46,92.22,9.5,5333587.570721806,Y,Y,N,N
Saumya Bhatia,28,F,72.69,54.49,8.26,1041761.5303997085,Y,Y,Y,N
Krishna Das,25,M,78.77,91.55,9.73,464950.43464135774,N,N,N,N
Shanaya Das,27,F,93.23,70.43,7.05,8209748.202508585,N,Y,Y,Y
Prisha Desai,22,F,54.45,82.34,5.63,987434.0455585624,N,Y,N,N
Pihu Chopra,30,F,60.81,64.68,7.87,208782.195363838,Y,N,N,N
Rudra Thakur,22,M,41.87,96.28,8.63,8627080.417844499,N,N,Y,Y
Ahaan Desai,29,M,71.68,95.06,6.98,4131566.3694586763,Y,Y,Y,Y
Reyansh Chopra,30,M,44.3,80.03,5.87,7183816.992108284,Y,N,N,Y
Aarohi Sharma,28,F,53.86,79.3,5.52,1305971.4129857197,Y,Y,N,Y
Anaisha,23,F,85.49,92.1,8.19,321350.96219041676,N,N,N,N
Aryan Agarwal,27,M,74.51,52.64,9.3,896634.8944456669,N,Y,Y,N
Prisha Pathak,29,F,58.89,91.95,8.05,14705974.34387729,N,Y,Y,Y
Kiara Pandey,27,F,54.69,57.98,8.55,1179022.7275976127,N,Y,N,N
Reyansh Reddy,27,M,57.11,80.41,9.47,567566.180231942,Y,N,N,Y
Saanvi Pathak,30,F,57.08,52.78,5.85,9942223.815168109,N,N,Y,Y
Aadi Khan,22,M,63.28,62.14,6.19,2589438.980570898,N,Y,N,Y
Sahana Bose,26,F,40.5,73.38,9.02,3846644.698638853,N,Y,N,Y
Pihu Kumar,28,F,66.48,57.76,5.94,9599980.769352619,Y,N,N,Y
Anay Khan,25,M,46.87,45.44,7.68,6097129.180926775,N,N,Y,Y
Vanya Das,25,F,61.04,67.78,7.33,9423160.37505912,N,Y,N,Y
Shanaya,23,F,55.23,90.2,9.66,3071952.315502378,Y,Y,Y,Y
Rudra Pandey,25,M,46.12,59.88,5.82,38848456.16835122,N,N,Y,Y
Veer Chauhan,24,M,66.63,61.77,9.45,435622.78534346475,Y,N,N,N
Ishaan Desai,26,M,89.61,46.52,7.77,6160652.332755433,N,N,Y,Y
Pihu Verma,26,F,51.59,41.29,8.57,1714228.962328203,N,Y,Y,N
Vanya,24,F,47.03,93.1,8.6,6439025.274294837,Y,N,Y,N
Aryan Rao,22,M,85.01,59.55,9.49,4485922.374161875,Y,Y,Y,Y
Siya Yadav,30,F,62.76,64.92,9.38,1095533.6619704892,Y,N,Y,N
Tara Verma,21,F,50.01,52.58,8.33,500490.7478319475,N,Y,Y,N
Diya Roy,25,F,48.66,98.39,9.5,1251847.0720994622,N,N,Y,N
Dev Srivastava,26,M,45.48,60.74,8.17,5407726.071299044,N,Y,Y,N
Aarav Yadav,27,M,79.94,49.7,7.74,5699936.439507273,N,N,Y,Y
Anaya,30,F,43.72,84.48,5.78,8706878.866995087,Y,Y,Y,Y
Chirag Kumar,21,M,85.82,47.21,7.71,519572.7260074077,Y,Y,Y,N
Atharva Goswami,21,M,68.34,50.15,5.97,660525.4583522973,N,Y,N,N
Advik,22,M,72.9,93.41,9.61,913448.6069331707,Y,Y,Y,N
Dev Verma,27,M,83.56,91.35,7.12,5994136.777298927,Y,Y,Y,Y
Shaurya Srivastava,24,M,67.71,89.06,8.81,786431.1961207262,N,N,N,N
Aarav Agarwal,29,M,80.01,58.39,5.59,9875929.052550562,N,Y,N,Y
Veer Gupta,22,M,77.49,77.23,6.74,1355940.175652945,N,Y,Y,N
Anika Verma,29,F,55.52,69.88,6.31,270676.589714933,N,N,N,Y
Ayaan Pandey,25,M,93.32,54.09,9.27,4088289.337594437,N,N,N,Y
Ishika Kumar,25,F,64.35,44.34,6.51,1004154.8425336992,N,Y,Y,N
Atharva Pandey,22,M,46.02,98.05,7.17,6683433.511419535,N,Y,N,Y
Anaisha,24,F,99.0,78.97,7.1,641030.1297732536,N,Y,Y,N
Vani Shah,27,F,96.93,46.22,8.33,5729001.987586494,Y,N,Y,Y
Aaradhya Verma,27,F,95.6,40.86,8.77,5775859.272748029,Y,N,Y,Y
Anaisha Bhatia,21,F,51.56,81.09,5.51,6964336.7383421725,N,N,N,Y
Anaisha Nair,29,F,54.8,42.72,9.62,1972277.287619439,Y,N,Y,N
Ishaan Kumar,21,M,50.8,72.16,7.85,263128.15681114525,Y,Y,N,Y
Arjun Reddy,26,M,60.6,90.65,6.89,6104928.677202751,Y,Y,N,N
Kian Pathak,29,M,40.6,66.46,8.07,1568702.0408465506,Y,Y,N,N
Aadhya Singh,21,F,65.8,76.41,9.07,1007897.4076661812,Y,N,N,N
Pihu,27,F,89.87,43.5,7.03,9125975.50473398,N,Y,Y,Y
Diya Pathak,27,F,92.68,86.46,7.04,9805364.775435196,Y,Y,N,Y
Ishika Roy,23,F,74.56,86.83,6.07,1476318.5582928055,Y,N,Y,N
Anaisha Roy,29,F,61.23,98.62,7.07,4628595.218117743,N,N,Y,Y
Chirag,26,M,74.45,72.0,7.94,749076.7013978468,N,Y,Y,N
Vanya Srivastava,21,F,75.28,85.68,9.54,1797336.8199625867,N,N,Y,N
Rudra Kumar,27,M,93.03,55.4,8.65,4751466.338794839,N,N,Y,Y
Pihu Patel,27,F,54.96,71.41,7.01,1644428.1650335004,Y,N,N,Y
Ira Roy,25,F,62.78,65.55,9.01,6793715.819232181,Y,Y,N,Y
Rudra Desai,26,M,44.76,62.45,6.6,1398072.6120664,N,N,N,Y
Vivaan Srivastava,27,M,98.19,53.82,6.02,3163813.323182277,Y,Y,N,Y
Ansh Shah,25,M,77.1,75.78,8.03,265664.448420244,N,N,Y,N
Rudra Nair,28,M,42.06,80.44,8.06,6128190.562086058,N,Y,N,Y
Aaradhya,24,F,77.31,70.0,9.04,6583890.0895031905,N,N,Y,Y
Ritvik Bhatia,21,M,40.39,48.46,8.09,376131.3802311403,N,N,N,N
Aarav Sethi,27,M,43.66,86.25,6.55,1707272.1318988649,N,Y,N,N
Abeer,28,M,44.62,72.79,7.04,3332255.913563951,N,Y,N,Y
Aanya,22,F,49.69,57.93,8.04,202661.98639399777,N,Y,Y,N
Anay Singh,26,M,94.45,64.22,8.65,8304784.2611391805,N,N,N,Y
Avni Sethi,25,F,42.79,81.57,9.11,2308248.505978269,N,Y,Y,N
Dhruv Das,21,M,71.37,61.25,5.89,4822870.862560336,N,Y,Y,Y
Vani Malhotra,21,F,57.85,86.79,7.33,1749700.5745913219,Y,Y,N,Y
Kabir,28,M,98.61,67.56,6.68,9708883.861742528,N,Y,N,Y
Aarya Singh,22,F,65.72,96.0,8.32,9874774.040743915,Y,Y,N,N
Kiara Roy,22,F,57.52,85.54,8.98,1449822.19832655,N,N,Y,N
Aarya Yadav,30,F,52.85,62.65,8.38,4767305.744062897,N,Y,Y,Y
Aarav Mishra,30,M,53.08,93.29,7.73,1338201.9296029196,N,N,N,N
Dhruv Das,22,M,48.92,80.04,8.91,9916655.782717256,N,Y,N,N
Navya Desai,28,F,81.75,79.17,7.04,495308.63133032026,N,N,Y,N
Aanya Yadav,22,F,72.26,64.68,8.41,6226331.894001055,Y,Y,N,Y
Ishika Choudhury,27,F,98.84,70.32,9.66,4091598.7784518246,N,N,N,Y
Dhruv Shah,21,M,85.05,78.34,6.44,5866088.156122771,Y,N,N,Y
Siya,26,F,62.01,55.95,8.49,8250434.481346837,N,N,Y,Y
Navya Srivastava,24,F,90.75,73.59,8.1,3299125.2966515655,N,Y,Y,N
Diya Yadav,26,F,50.85,71.0,7.55,829288.4042348793,N,N,Y,N
Riya,21,F,95.09,97.15,7.79,1861894.7945533737,N,N,Y,Y
Abeer Choudhury,27,M,43.89,43.97,8.99,36319287.31718387,Y,Y,Y,Y
Vivaan Desai,30,M,78.56,81.93,8.73,9223570.101572616,Y,Y,N,N
Shaurya Khan,27,M,63.84,54.4,7.54,7714542.791830716,Y,N,Y,Y
Tara Bose,22,F,45.76,79.11,5.58,678406.6440260456,Y,Y,Y,N
Aryan,29,M,43.27,65.97,8.83,606356.404429247,Y,N,N,N
Anaya Yadav,30,F,88.43,69.08,9.22,1503982.5670778642,N,Y,Y,N
Navya Desai,23,F,91.88,63.96,8.59,1336809.3077155112,Y,Y,Y,N
Avni Pandey,29,F,44.35,61.22,7.24,1212426.1519602444,N,N,Y,N
Anay Sethi,30,M,81.74,65.55,8.56,4918145.036452048,Y,N,N,Y
Aarya Thakur,28,F,42.79,50.97,9.17,683210.7780999624,Y,Y,Y,N
Yash,27,M,71.31,91.83,5.6,1048548.9716927054,N,Y,N,N
Sai,26,M,96.55,93.53,9.33,3845219.217203137,Y,Y,Y,Y
Pihu Bhatia,23,F,73.48,71.64,7.74,1384455.4748595364,N,Y,N,N
Dev Bose,28,M,72.11,44.67,8.04,2710439.356158095,N,N,Y,Y
Mohammed,21,M,63.36,59.62,6.8,756939.2673346755,Y,Y,N,Y
Ishika Chauhan,24,F,73.58,62.96,9.54,1628126.3564657767,N,N,Y,N
Anaya Mishra,22,F,53.58,87.04,8.45,1280744.9316431107,Y,N,Y,Y
Aarya Bose,30,F,70.73,56.81,9.85,5363277.502353833,N,N,N,Y
Anika,30,F,94.87,49.45,6.15,1175201.2921897839,Y,Y,N,N
Kian Chauhan,21,M,72.23,45.91,5.73,1666924.0430003195,N,Y,N,N
Navya,22,F,91.17,97.03,6.39,3498722.7101335563,N,Y,Y,Y
Aanya Nair,29,F,74.98,70.82,8.47,5723984.936954889,Y,N,Y,Y
Yash Goswami,23,M,41.18,76.13,6.12,446547.16718560585,Y,Y,N,N
Sara Reddy,21,F,92.29,85.19,6.68,2785954.844225845,Y,Y,Y,Y
Yash,23,M,96.74,84.53,9.47,538358.4022142977,N,Y,Y,N
Shaurya Chopra,28,M,62.98,42.02,7.38,7837792.286897657,Y,Y,Y,Y
Arjun Verma,29,M,74.57,60.09,7.98,2622085.595749509,Y,N,N,Y
Kian,26,M,84.55,99.03,8.86,1088542.33632486,N,N,N,N
Sahana Gupta,29,F,52.95,51.53,7.59,5083801.398546944,Y,N,N,Y
Ira Das,28,F,76.43,57.59,8.23,8084970.239381867,Y,Y,N,Y
Mishka Sethi,28,F,93.73,89.52,7.91,1988438.2665887792,Y,N,Y,Y
Dev Sharma,29,M,48.23,45.32,8.24,640163.7486107884,N,N,Y,N
Aadhya Singh,27,F,44.7,62.94,8.96,1950752.0582768666,Y,Y,Y,N
Ishaan Yadav,29,M,50.57,45.87,8.83,1390595.937520749,N,Y,N,N
Saanvi Shah,26,F,68.33,77.51,5.64,1784421.2775548517,Y,Y,Y,N
Dev,27,M,94.87,60.42,5.98,816627.0894360805,N,N,N,N
Mohammed Nair,22,M,60.77,51.28,7.17,5863984.090730283,N,Y,N,Y
Mohammed Thakur,21,M,46.73,69.16,7.92,7212944.18832791,Y,Y,N,N
Mohammed Chopra,21,M,43.06,57.86,8.62,8063047.401977783,Y,N,N,Y
Mishka Joshi,25,F,90.57,84.14,9.27,1602327.1731345356,N,N,N,N
Shanaya Choudhury,21,F,63.74,95.55,6.36,1985609.494776621,N,Y,N,N
Ritvik Nair,29,M,52.81,64.44,6.9,519322.9473965127,N,Y,N,Y
Riya Choudhury,24,F,79.35,63.64,8.85,1033537.3331132923,N,Y,N,N
Rudra Pathak,28,M,56.01,81.95,9.68,1336912.083297612,Y,N,N,N
Diya Pandey,30,F,60.07,48.99,8.08,1089964.5552404425,N,Y,N,N
Ishaan Kumar,28,M,88.31,55.03,7.68,6354932.262679478,N,Y,Y,Y
Kiara Khan,28,F,77.59,69.91,8.5,8731057.720329748,Y,Y,N,Y
Sara Agarwal,30,F,89.95,57.81,9.52,2455680.1331295446,Y,Y,N,Y
Dev Joshi,30,M,65.26,83.07,7.07,571445.2122615005,Y,N,Y,N
Vivaan Goswami,21,M,85.52,56.35,9.78,1321266.5465826408,N,N,N,N
Kiara Singh,25,F,90.62,98.66,7.34,5521328.4867820125,N,N,Y,Y
Kabir,26,M,86.09,75.9,7.23,5881152.501406334,N,N,N,Y
Aarav Joshi,29,M,43.4,86.07,8.65,570519.4488422226,N,Y,N,N
Siya,22,F,86.14,91.38,8.43,3877907.346620311,N,N,Y,Y
Tara,29,F,86.64,45.34,5.75,9213564.795360649,N,N,Y,Y
Ishaan Kumar,23,M,70.07,60.77,7.05,3288279.0365391206,Y,Y,Y,N
Ahaan Joshi,29,M,57.29,74.33,5.79,6438566.530602079,Y,Y,N,Y
Sara Singh,24,F,89.3,62.81,9.01,5181773.3869694425,N,Y,Y,N
Anika,24,F,78.04,81.54,9.27,4105737.110647565,N,Y,Y,Y
Reyansh Thakur,30,M,95.75,54.5,8.28,8275710.278330188,Y,N,Y,Y
Vanya,21,F,91.36,97.0,8.72,1947415.1997328745,N,N,N,N
Aadhya,26,F,71.58,81.17,9.43,206872.3458633408,Y,N,Y,N
Dhruv,22,M,81.16,57.74,9.23,1756774.726706862,N,N,N,N
